Set 1:
0.88,-1.09,0.94,1.98,-4.67
3.14,-2.49,3.01,1.34,-1.12
1.77,-5.79,-3.01,-0.60,-2.84
-1.43,-3.69,1.66,0.94,0.46
-1.77,-2.63,-1.59,-4.23,0.84

Set 2:
-2.76,3.99,5.73,-2.00,-1.62
5.01,2.61,0.58,1.15,-1.15
1.45,0.36,1.72,1.29,-7.33
1.46,-0.91,-0.27,-0.94,-0.60
-5.90,2.46,2.32,2.26,-1.79

Set 3:
2.20,3.55,1.33,-2.35,3.05
1.39,-2.45,5.67,-4.35,-3.54
-2.45,-0.54,-1.94,0.94,-0.88
2.75,1.46,-0.59,5.60,0.01
-3.68,1.77,-4.42,0.65,1.63

Set 4:
0.77,1.01,0.43,-1.14,0.56
4.50,1.59,0.75,-0.92,0.75
3.83,0.93,-4.34,0.15,-2.24
2.93,-4.59,2.61,-1.29,2.16
-0.64,3.81,-3.33,-1.06,2.93

Set 5:
-0.93,7.56,-1.28,0.71,-5.22
3.49,1.08,-1.97,-2.43,3.15
-2.07,-2.38,-2.77,2.67,1.55
-0.51,-2.17,1.32,0.14,0.32
-0.29,2.21,-2.43,2.90,1.69

Set 6:
-4.85,0.27,0.91,-1.84,-0.31
5.55,4.83,-0.11,-2.79,-1.85
-0.35,-3.43,-0.21,4.09,-0.29
3.52,-2.95,-0.95,-2.34,-0.10
4.99,-4.48,-1.17,0.35,1.43

