Set 1:
1.17,-1.74,1.51,-1.28,-3.27
3.02,-3.49,2.90,2.38,-1.35
3.21,-1.22,-1.57,-0.15,-1.20
1.14,-0.26,2.53,0.86,2.14
-1.40,-4.63,-1.48,-4.92,0.93

Set 2:
-3.97,4.19,4.05,-1.80,-0.01
4.10,-0.17,-0.58,0.51,-1.00
1.15,-0.55,0.81,1.35,-7.06
2.89,-1.76,-2.89,1.85,2.00
-6.90,3.33,2.77,0.91,-0.90

Set 3:
2.27,2.62,1.87,-2.90,3.60
1.80,-3.25,7.85,-3.44,-2.09
-1.90,-0.77,-2.42,4.08,-0.94
4.15,0.18,-0.35,3.32,1.29
-2.54,2.01,-5.79,0.83,3.64

Set 4:
2.34,1.51,-2.08,-1.39,1.71
4.93,0.22,-2.25,-2.12,-0.21
0.47,1.61,-2.88,-3.16,-4.04
3.49,-6.14,0.17,-2.36,3.89
1.61,3.44,1.06,-1.22,0.56

Set 5:
-0.08,6.42,-1.90,2.07,-6.54
2.70,4.84,0.57,-2.50,1.32
-3.62,-0.27,-2.20,2.01,1.31
-2.41,-1.95,0.89,-1.03,-3.29
-0.27,2.62,-2.75,2.37,1.45

Set 6:
-3.04,0.30,-1.77,-1.13,-0.64
5.91,2.38,0.32,0.65,-0.88
0.59,-2.73,0.56,5.03,-1.59
0.57,-4.35,-0.97,-2.70,-0.19
4.93,-4.45,-0.65,-0.56,1.55

