Set 1:
1.79,-1.50,2.13,1.38,-4.47
4.16,-1.48,2.06,3.27,-2.55
1.66,-3.55,-3.41,-0.17,-2.41
1.18,-4.57,1.73,3.65,2.26
-3.37,-2.64,1.10,-2.80,1.30

Set 2:
-2.83,4.51,4.05,-1.50,0.12
5.38,0.79,1.29,0.21,-2.27
1.22,-0.18,2.68,0.86,-4.76
0.60,-2.55,-3.52,-0.56,1.30
-7.51,1.96,0.45,0.22,-1.28

Set 3:
1.54,3.55,3.12,-4.19,2.37
2.97,-3.29,7.58,-2.85,-2.60
-1.82,-1.04,-1.73,2.41,-1.03
2.04,0.18,-2.10,2.69,0.72
-1.98,2.41,-6.50,-0.16,2.45

Set 4:
0.85,0.96,0.63,-2.85,0.24
2.85,-0.46,-2.25,-2.11,-0.02
3.24,0.17,-2.60,-3.05,-2.13
4.39,-5.70,0.83,-3.48,3.17
1.87,4.20,-2.03,-2.46,1.50

Set 5:
-1.49,6.94,-1.84,0.98,-5.30
2.33,1.24,-1.97,-2.32,2.47
-1.70,0.92,-3.13,1.43,-0.56
-3.36,-2.00,0.90,-1.83,-2.30
-0.32,2.37,-1.15,2.49,2.58

Set 6:
-3.27,-1.27,1.39,-1.94,-0.82
5.63,1.88,0.87,-0.99,-0.02
0.48,-4.66,0.56,4.15,-1.10
2.98,-1.56,-1.00,-2.66,1.60
4.79,-4.84,-0.28,-1.27,1.14

