-0.46,-0.33,-0.42,-0.60,-0.37,-0.50,-0.39,-0.49,-0.47
-0.59,-0.32,-0.64,-0.53,-0.32,-0.56,-0.48,-0.20,-0.66
-0.54,-0.32,-0.78,-0.36,-0.45,-0.79,-0.47,-0.37,-0.33
-0.81,-0.48,-0.15,-0.45,-0.64,-0.52,-0.28,-0.37,-0.48
-0.32,-0.67,-0.52,-0.58,-0.44,-0.49,-0.39,-0.43,-0.33
-0.45,-0.39,-0.35,-0.64,-0.41,-0.70,-0.43,-0.31,-0.63
