Set 1:
1.48,-1.93,1.65,-0.86,-3.04
3.91,-1.51,2.35,2.37,-1.26
1.49,-3.88,-3.43,-0.26,-6.53
1.18,-3.71,1.49,1.23,2.37
-4.01,-2.60,-0.61,-3.30,1.14

Set 2:
-3.31,5.83,5.42,-2.09,0.39
3.18,2.88,-1.88,-0.17,-2.48
1.17,0.09,3.05,0.91,-6.96
3.01,-0.84,-3.52,-0.80,1.30
-6.90,2.25,2.06,0.90,0.62

Set 3:
1.74,3.99,1.04,-3.75,2.73
3.09,-3.14,7.26,-5.62,-1.50
-2.21,-0.35,-1.57,1.98,-1.28
2.87,1.04,-1.89,4.27,0.82
-2.73,3.97,-6.68,-0.16,3.04

Set 4:
2.40,1.16,-2.20,-1.86,0.21
4.66,1.19,-2.70,-1.72,0.43
3.83,0.62,-3.06,-2.77,-1.78
2.52,-4.45,2.09,-3.41,4.65
2.43,3.35,1.67,-1.86,1.11

Set 5:
-0.93,7.50,-1.06,2.73,-5.68
2.75,2.24,-1.97,-1.55,2.53
-3.87,-2.42,-4.82,2.75,1.13
-2.55,-2.39,0.98,-1.05,0.90
-0.32,3.06,-1.68,3.60,1.41

Set 6:
-4.60,0.68,3.25,-2.33,-1.07
5.02,0.78,-0.66,1.69,-0.95
1.51,-2.70,1.28,2.88,-1.33
2.17,-3.74,-0.53,-3.44,1.75
4.37,-4.40,-0.30,-1.42,1.17

