Set 1:
2.42,-2.69,0.78,-0.47,-3.13
4.24,-2.41,3.76,-0.53,-3.61
1.90,-3.71,-3.51,-1.19,-1.59
-0.32,-3.71,1.35,0.62,-0.03
-2.16,-2.38,3.42,-1.54,1.03

Set 2:
-2.94,5.70,6.28,-0.12,0.72
3.18,-0.11,-0.34,-1.14,-4.26
0.31,0.68,0.26,0.99,-5.45
2.18,-1.10,-3.46,1.53,1.39
-6.48,1.98,1.80,0.13,-1.26

Set 3:
1.31,3.67,0.81,-3.12,1.90
3.10,-2.76,6.70,-4.30,-1.88
-1.16,0.29,-3.08,2.22,-1.26
3.55,5.62,-1.67,2.14,1.82
-2.33,2.34,-4.30,-1.64,2.76

Set 4:
0.22,0.48,1.09,-1.09,-1.04
2.71,2.08,-3.11,0.02,1.21
3.82,1.67,-1.72,-5.04,-2.31
2.25,-6.16,1.00,-3.61,5.15
1.16,2.80,1.73,-0.87,2.26

Set 5:
0.61,6.03,-1.27,1.10,-6.42
2.71,1.18,0.02,-2.45,1.88
-2.34,-0.06,-4.37,2.23,0.02
-2.55,-2.46,1.11,-0.28,-0.91
2.28,2.57,-1.73,2.98,1.69

Set 6:
-3.26,0.65,1.26,-2.76,-0.11
6.43,1.56,0.60,-0.98,-1.47
0.58,-2.39,-3.38,5.61,1.07
2.40,-3.96,-1.45,-2.84,1.14
4.73,-4.76,-0.42,-2.74,0.84

