Set 1:
1.84,-1.30,3.63,-1.04,-3.10
4.89,-2.32,3.61,2.60,-2.04
3.62,-4.73,-0.51,-0.41,-4.07
1.63,0.58,2.00,3.68,0.01
-3.81,-3.56,-2.10,-3.55,1.05

Set 2:
-3.48,4.32,2.71,-2.05,0.66
4.75,2.38,0.38,2.68,-0.55
1.18,0.62,1.30,0.67,-4.10
1.25,-3.01,-0.47,1.46,2.11
-5.12,2.21,0.67,1.42,0.84

Set 3:
2.33,3.08,2.10,-3.17,2.01
2.23,-2.48,7.59,-2.67,-2.42
-1.36,-1.83,-2.38,0.60,-0.60
2.94,-0.12,-0.41,3.21,0.62
-2.16,2.03,-4.22,2.50,3.66

Set 4:
1.16,0.07,3.33,0.15,-1.09
4.52,0.56,1.44,-1.03,-0.51
3.13,0.97,-4.00,-3.51,-2.18
2.39,-5.96,2.71,-2.43,5.36
-0.24,3.53,-3.42,-0.91,0.25

Set 5:
-0.99,6.28,-1.60,2.24,-6.54
1.90,1.02,0.90,-0.30,1.17
-2.33,-1.03,-3.16,0.26,1.53
-2.72,-1.59,-0.47,-0.37,-2.67
0.93,3.00,-0.20,2.90,2.63

Set 6:
-2.96,0.28,-1.50,-0.71,-0.58
5.04,0.68,0.87,2.29,-0.30
0.14,-4.59,0.52,4.72,0.23
0.86,-3.92,-1.34,-2.99,1.69
5.07,-3.45,-0.55,0.85,1.14

