Set 1:
0.98,-1.60,1.58,-0.99,-3.56
3.50,-2.16,3.45,1.69,-1.24
1.31,-3.66,-2.61,-0.25,-0.96
0.57,-5.13,1.37,3.31,2.37
-3.40,-2.63,-0.98,-3.69,0.64

Set 2:
-2.78,5.70,6.01,-1.53,0.97
3.18,-1.17,0.20,0.24,-2.54
1.71,0.15,2.53,0.64,-2.68
2.84,-2.73,-3.68,1.01,1.42
-6.94,3.44,2.12,0.76,-1.33

Set 3:
0.78,3.38,3.82,-3.85,3.03
1.76,-2.78,6.77,-4.46,-3.75
-1.58,-1.54,-1.67,2.69,-1.54
3.13,1.51,-0.52,4.76,0.72
-2.33,2.50,-2.96,0.56,3.02

Set 4:
-0.10,1.18,0.63,0.05,1.30
4.81,2.83,-1.34,-2.37,0.13
0.97,0.67,-2.19,-4.93,-1.96
3.52,-6.16,0.46,-3.80,2.68
2.30,3.44,-2.44,-1.17,0.66

Set 5:
0.20,7.50,-0.07,1.99,-5.86
2.72,1.42,-0.39,-2.62,2.34
-2.12,-1.72,-4.37,1.84,-1.18
-2.41,-1.54,0.94,-0.80,-2.41
-0.30,2.75,-0.95,2.46,1.31

Set 6:
-3.32,0.72,1.26,-2.76,-0.65
6.43,0.97,0.20,-0.74,-0.09
0.36,-2.73,-1.98,3.99,0.99
3.55,-1.48,-1.69,-3.07,1.01
3.74,-4.09,-1.71,1.74,0.82

