Set 1:
1.48,-1.43,-0.41,1.01,-3.27
3.89,-1.98,3.29,2.86,-1.91
3.56,-1.90,-1.43,-0.41,-1.37
-0.57,0.14,1.46,4.08,1.77
-3.73,-2.91,-0.87,-3.05,1.55

Set 2:
-3.83,4.51,3.67,-1.26,0.81
5.16,1.44,-0.85,0.68,-1.90
0.87,0.68,0.81,1.17,-5.16
1.39,-2.17,-0.50,1.01,0.32
-6.85,2.20,1.42,0.47,-1.37

Set 3:
2.24,3.45,1.64,-2.61,2.39
1.59,-2.08,8.36,-2.85,-1.86
-2.09,-1.15,-1.95,2.60,-0.30
3.99,1.04,-1.94,3.04,1.75
-2.66,2.00,-4.48,0.75,2.45

Set 4:
0.74,0.88,0.43,-0.24,0.28
2.98,0.51,0.87,-1.67,-0.19
3.26,0.65,-2.81,-3.60,-1.30
3.41,-6.32,0.83,-1.88,3.26
1.61,2.02,-3.46,-2.57,1.14

Set 5:
-1.76,6.67,-2.04,-1.31,-6.66
4.26,5.59,1.20,-3.94,2.71
-1.70,-0.71,-2.71,2.81,-1.32
-3.97,-3.12,1.44,0.02,-2.22
0.54,2.93,-1.03,2.30,2.62

Set 6:
-2.92,-1.15,1.77,-2.05,-0.91
5.91,5.15,1.02,-0.11,-0.24
-0.08,-4.98,-1.84,4.51,-0.17
1.19,-3.59,-1.14,-2.53,2.06
4.79,-4.76,-0.21,0.78,1.14

