Set 1:
0.82,-1.22,1.37,1.73,-5.15
3.03,-2.10,3.49,2.35,-1.40
1.84,-4.16,-0.26,-0.57,-5.75
-1.41,-4.12,0.50,1.04,0.74
-2.71,-2.63,-1.51,-3.69,1.02

Set 2:
-3.23,4.53,2.83,-1.12,1.01
4.36,-0.29,0.29,0.59,-0.65
1.45,0.79,2.52,1.62,-5.89
1.41,-1.81,-2.94,-0.78,1.71
-5.90,2.28,2.44,0.13,1.13

Set 3:
0.77,4.24,1.34,-1.97,3.33
2.96,-3.19,5.40,-5.00,-1.99
-2.32,-0.54,-1.91,2.56,-1.02
4.23,1.36,-2.48,1.74,0.01
-3.59,2.13,-4.90,-1.32,3.02

Set 4:
0.77,0.11,0.61,-1.40,1.09
4.50,1.41,0.75,-1.34,-0.64
3.83,1.35,-4.84,-0.92,-2.24
-0.98,-5.78,3.06,-1.76,1.78
1.34,3.65,-2.61,-1.15,0.82

Set 5:
-0.93,5.64,-2.88,2.37,-4.98
2.91,1.08,-2.34,-2.43,2.65
-2.35,-2.38,-2.20,2.58,1.61
-2.19,-1.75,1.07,-1.57,0.32
-0.29,3.83,-0.47,2.51,1.36

Set 6:
-3.97,0.27,1.14,-1.78,-2.03
5.90,1.52,-0.04,-3.30,-1.02
-0.10,-2.95,-2.57,4.82,0.43
3.87,-4.17,-1.62,-2.84,0.73
4.29,-5.56,-0.40,0.78,0.65

