Set 1:
0.91,-1.73,-0.10,1.63,-2.96
4.61,-2.83,3.62,-0.13,1.00
2.65,-3.08,-0.90,-1.12,-1.11
0.60,-1.41,1.49,0.55,1.20
-3.41,-3.01,2.12,-2.22,1.08

Set 2:
-2.02,4.12,6.12,-2.05,0.09
3.19,2.02,-0.76,-0.82,-2.74
0.07,1.62,1.68,0.26,-3.91
1.06,-1.39,-3.14,-0.51,0.41
-7.51,1.90,1.94,2.26,-1.00

Set 3:
2.62,2.09,0.90,-3.58,2.73
1.89,-1.95,5.67,-5.34,-1.76
-2.69,-0.94,-0.99,1.50,-1.43
2.39,1.28,0.12,3.59,1.05
-3.92,1.90,-4.70,0.87,3.53

Set 4:
1.13,0.87,0.81,-0.55,1.12
3.64,0.15,0.30,-2.22,0.84
4.01,0.23,-2.84,-0.77,-2.21
2.63,-4.70,1.01,-3.13,4.99
1.77,3.56,1.49,-2.81,3.02

Set 5:
0.00,3.80,-1.25,2.42,-5.76
3.38,4.74,-1.30,-3.23,2.25
-4.78,-0.04,-1.37,2.62,-1.61
-2.67,-1.72,1.19,-1.94,0.92
-0.85,2.31,-0.03,4.16,3.01

Set 6:
-5.11,-0.69,1.72,-2.55,0.15
5.45,1.72,0.65,1.54,-1.02
2.04,-5.15,-1.61,4.11,-1.56
4.09,-3.19,-1.57,-2.37,0.38
3.92,-4.70,-0.17,-2.24,2.27

