Set 1:
1.24,-2.09,-0.45,1.01,-3.32
5.74,-2.64,3.40,1.37,-4.47
0.87,-4.28,-0.56,-0.31,-6.98
-1.40,-1.58,2.65,0.24,0.35
-3.60,-3.73,-2.29,-2.56,1.12

Set 2:
-1.34,5.93,2.74,-1.26,-1.32
3.03,0.12,0.82,0.31,-3.06
0.94,0.24,1.47,1.65,-7.55
0.67,-2.23,-3.63,1.15,1.11
-5.45,1.56,1.81,0.78,-0.86

Set 3:
2.11,2.84,4.04,-4.02,2.81
2.66,-2.10,7.72,-4.24,-2.53
-2.67,0.45,-0.49,2.45,-0.65
3.00,-0.73,-2.11,4.10,0.77
-2.42,4.10,-5.62,-0.47,2.92

Set 4:
-1.42,-0.56,2.39,-0.61,0.34
5.02,1.79,1.09,-2.12,0.74
3.37,0.14,-2.70,-3.67,-2.82
3.26,-4.81,2.32,-3.13,2.58
2.05,2.83,1.40,-2.11,3.33

Set 5:
-0.52,7.58,-1.35,-0.42,-6.56
2.28,1.07,1.55,-1.92,2.24
-1.60,-1.90,-3.50,2.54,0.42
-1.34,-2.66,-0.39,-1.90,2.23
-0.08,2.98,-0.47,2.72,0.55

Set 6:
-4.28,-0.62,2.61,-1.77,-0.09
5.41,0.62,0.42,1.59,0.09
-1.23,-2.52,-1.74,5.15,-1.18
1.29,-1.77,-1.88,-2.99,1.99
3.61,-5.13,-1.72,-0.54,1.85

