Set 1:
1.30,-0.18,-0.41,1.01,-2.97
5.00,-1.53,2.83,3.17,-2.35
3.31,-2.17,-0.82,0.50,-2.00
0.67,-2.43,1.62,4.08,3.50
-3.37,-3.63,-2.06,-2.42,1.77

Set 2:
-3.39,6.69,4.16,-2.31,-0.84
5.13,1.62,1.29,2.21,-0.99
0.70,1.64,1.03,1.08,-6.91
0.96,-0.77,-3.12,1.86,0.31
-6.01,2.26,0.79,1.29,-1.42

Set 3:
2.24,3.40,2.01,-4.02,2.49
3.01,-2.81,7.40,-2.85,-2.32
-1.73,-1.36,-0.92,2.18,-0.63
2.97,-0.18,0.70,3.38,1.30
-3.23,2.41,-4.38,0.78,3.06

Set 4:
-0.40,1.22,2.74,0.18,0.76
3.53,2.81,-1.06,-0.76,-0.29
3.07,0.77,-3.15,-3.12,-2.30
3.26,-6.01,-0.36,-2.28,3.58
-0.15,2.34,1.91,-2.51,1.50

Set 5:
-1.28,6.47,-1.84,2.17,-4.61
2.27,5.38,-0.42,-2.30,3.15
-1.91,1.15,-2.12,2.26,-1.38
-3.14,-2.62,-0.37,-1.17,-2.30
-0.44,1.41,-0.77,3.26,2.66

Set 6:
-2.88,-1.27,1.17,-1.81,0.61
5.91,1.98,0.60,2.27,-0.78
-0.23,-5.00,-2.21,4.62,-0.53
1.18,-3.64,-1.95,-2.91,1.95
4.75,-4.76,-2.13,0.52,0.81

