Set 1:
2.37,0.06,2.13,-0.89,-3.91
5.11,-3.01,3.45,3.19,-2.19
0.96,-4.94,-1.37,0.19,-1.55
0.64,-0.34,1.51,1.52,3.48
-4.32,-3.39,-1.58,-3.77,-0.11

Set 2:
-3.55,3.41,5.27,-0.79,0.48
2.28,2.37,-0.77,3.22,0.03
0.98,0.36,2.57,0.66,-7.82
1.42,-2.29,-1.95,0.95,1.53
-6.18,3.09,2.48,0.14,0.07

Set 3:
1.45,3.32,3.11,-5.62,2.75
2.82,-2.81,7.01,-5.22,-2.15
-0.96,-1.63,-0.52,1.97,-1.19
1.58,1.38,-1.41,4.45,1.08
-2.68,2.13,-5.32,1.05,3.02

Set 4:
0.55,0.27,-0.12,-1.88,-0.18
4.07,0.51,0.87,-1.55,-0.52
4.07,0.73,-3.39,-3.13,-1.92
2.66,-5.55,0.89,-3.18,2.91
2.17,3.90,-1.17,-0.82,0.93

Set 5:
-0.88,6.53,-1.18,2.83,-6.67
1.85,1.94,-2.02,-2.42,-0.33
-2.35,-2.48,-3.79,2.24,1.05
-3.22,-1.94,0.96,-0.90,-2.91
0.37,2.37,-0.77,2.83,1.49

Set 6:
-4.96,-0.18,-1.24,-2.28,-1.06
5.45,0.85,0.33,-0.15,0.55
0.91,-3.68,-0.76,4.45,-1.17
1.77,-1.41,-0.31,-2.65,2.39
4.79,-4.52,-1.87,0.79,1.17

