Set 1:
0.17,-2.69,0.41,-0.89,-3.40
5.95,-1.81,3.16,2.37,-0.51
1.75,-1.13,-3.31,-0.77,-1.59
-0.24,-0.34,1.07,0.62,1.41
-1.68,-3.52,1.43,-1.31,1.66

Set 2:
-3.56,3.47,2.72,-1.37,-0.19
3.82,-0.32,-0.69,0.40,-1.01
1.19,0.40,0.62,-0.06,-6.32
1.69,-2.53,-3.29,1.06,2.07
-5.03,2.42,2.72,0.00,0.41

Set 3:
0.54,5.44,1.35,-4.58,1.90
3.10,-2.89,6.70,-5.59,-2.30
-0.97,-0.23,-0.85,2.02,-1.43
3.51,0.48,0.03,2.12,0.95
-1.82,3.33,-6.31,1.72,2.86

Set 4:
-1.35,0.23,0.72,-0.59,0.61
2.57,1.45,-1.72,-2.44,0.02
3.09,2.14,-2.93,-3.37,-2.00
2.25,-5.10,0.78,-5.19,3.98
1.07,2.08,-4.59,-1.11,2.26

Set 5:
1.45,4.88,-0.14,3.08,-5.61
2.69,3.29,0.74,-3.10,1.39
-2.52,0.56,-3.00,3.21,0.38
-2.71,-2.33,-0.99,-0.28,3.36
2.00,3.41,-1.34,2.98,1.75

Set 6:
-3.47,0.65,1.14,-1.94,-0.11
6.23,1.67,0.85,-0.38,-0.83
1.28,-2.03,-3.15,5.14,-2.52
1.29,-3.82,-1.46,-2.85,1.00
5.26,-4.70,-0.16,-2.78,0.02

