Set 1:
1.16,-2.25,1.36,-1.39,-1.69
3.81,-1.06,4.38,1.51,-1.91
2.32,-3.64,-0.65,-0.11,-2.49
-0.95,-1.27,1.91,0.01,1.65
-1.67,-3.84,-2.56,-1.62,-0.33

Set 2:
-2.53,3.99,5.13,-1.89,0.74
3.42,1.44,-1.06,-1.33,0.42
0.77,0.69,3.03,1.27,-7.30
0.72,-2.60,-1.95,1.00,0.80
-6.01,3.77,1.51,0.67,-0.27

Set 3:
-0.07,2.53,1.19,-3.17,3.60
2.55,-3.13,7.85,-3.33,-1.58
-2.60,-0.60,-1.67,1.34,-0.66
2.86,0.98,0.35,3.79,1.27
-2.04,1.91,-5.59,0.01,3.00

Set 4:
0.23,0.46,2.66,-0.39,0.58
4.48,2.47,-0.04,-2.11,0.27
1.99,1.49,-2.59,-3.44,-2.70
1.65,-6.13,1.05,-2.09,4.12
1.87,2.87,-1.37,-3.09,2.38

Set 5:
-0.42,2.74,-0.20,1.35,-6.51
1.87,4.72,0.75,-2.78,2.57
-1.56,-2.23,-3.75,1.87,0.41
-2.60,-1.13,-1.16,-1.46,0.52
0.11,2.57,-2.21,3.22,2.66

Set 6:
-3.52,-0.85,1.72,-2.27,0.07
5.96,1.88,0.72,1.30,1.04
-0.64,-5.09,-1.96,4.70,0.25
1.56,-1.42,-1.58,-2.18,2.24
5.39,-4.24,-1.35,0.51,3.98

