-0.46,-0.33,-0.42,-0.60,-0.36,-0.50,-0.40,-0.50,-0.48
-0.59,-0.32,-0.65,-0.53,-0.36,-0.56,-0.48,-0.26,-0.68
-0.54,-0.32,-0.82,-0.35,-0.39,-0.80,-0.46,-0.33,-0.26
-0.83,-0.46,-0.14,-0.40,-0.63,-0.52,-0.28,-0.33,-0.49
-0.32,-0.68,-0.52,-0.58,-0.43,-0.48,-0.38,-0.37,-0.35
-0.43,-0.39,-0.35,-0.64,-0.39,-0.70,-0.45,-0.27,-0.68
