Set 1:
1.08,-1.34,0.15,-0.60,-4.65
3.58,-1.84,2.58,1.07,-2.28
1.70,-3.66,-0.66,1.18,-5.45
1.32,-2.79,1.76,-0.41,1.17
-0.13,-4.29,-0.61,-2.50,0.20

Set 2:
-3.31,5.07,2.48,-1.70,0.17
4.95,-0.29,-0.77,0.11,-0.35
0.34,1.69,2.34,0.95,-7.07
1.46,-2.38,-2.86,1.12,0.32
-6.15,1.73,1.84,1.38,-0.75

Set 3:
0.80,3.75,4.56,-4.39,3.19
2.58,-2.74,6.57,-4.29,-2.26
-1.73,0.38,-1.34,1.71,-1.19
3.68,0.72,0.40,3.56,-0.32
-3.31,1.34,-5.41,1.07,3.35

Set 4:
1.23,-0.08,3.18,-1.37,1.13
4.71,1.01,-0.88,-3.28,-0.17
-0.34,2.06,-3.20,-1.04,-4.58
2.33,-5.70,1.38,-2.63,3.09
0.41,1.85,-1.99,-3.15,2.55

Set 5:
-1.72,6.22,-2.18,3.55,-4.74
2.13,2.71,-2.34,-2.11,1.37
-2.78,1.10,-3.00,3.61,1.65
-2.78,-1.46,0.28,-1.21,0.11
-0.23,3.39,-1.23,3.27,1.48

Set 6:
-3.87,-0.60,2.32,-2.42,-0.63
6.10,5.24,0.76,1.29,-0.20
1.60,-3.07,-0.87,4.16,-1.04
1.45,-4.15,-0.73,-2.84,1.72
3.80,-5.30,0.04,-0.95,0.59

