Set 1:
1.52,-1.74,-0.34,-1.74,-1.77
2.84,-2.89,3.56,3.71,-0.69
1.60,-4.24,-0.65,0.67,-2.47
-0.40,-3.34,-0.32,3.65,1.38
-3.56,-3.83,2.66,-2.05,0.64

Set 2:
-2.36,3.38,3.09,-1.80,-0.71
3.82,0.56,0.20,0.34,-1.03
1.71,0.40,2.95,-0.01,-6.49
2.28,-1.14,-2.89,1.20,1.10
-4.69,3.07,2.65,3.95,-0.80

Set 3:
0.57,3.45,1.59,-3.70,2.80
3.02,-3.33,7.66,-2.80,-1.85
-2.23,0.38,-2.84,2.71,-0.66
2.18,1.58,-2.62,1.82,1.39
-2.13,2.96,-5.58,-0.35,2.60

Set 4:
-0.91,0.22,0.63,-1.37,1.45
4.85,0.30,-0.99,-1.87,0.94
4.00,0.40,-2.81,-3.13,-1.84
2.62,-5.96,1.76,-3.99,3.43
1.53,3.51,-2.64,-1.56,0.92

Set 5:
1.42,7.31,-1.64,1.67,-4.88
3.74,2.67,-2.89,-3.47,1.23
-2.63,-0.81,-3.11,1.12,1.60
-3.03,-2.85,0.74,-2.26,-3.74
0.02,2.91,-0.02,2.72,2.07

Set 6:
-3.30,-1.12,2.07,-1.56,-1.17
4.18,5.21,1.04,-2.98,0.66
1.12,-2.89,0.93,1.97,-0.93
0.67,-3.34,-0.85,-3.25,1.36
4.56,-4.60,-0.01,-0.32,0.27

