Set 1:
2.31,-1.42,0.47,-0.92,-4.50
4.32,-2.64,3.53,2.68,-0.35
2.05,-3.41,-3.17,-1.02,-1.62
1.02,-1.34,1.16,0.62,3.21
-2.16,-2.91,3.52,-1.76,1.04

Set 2:
-2.90,4.80,3.33,-1.37,0.39
5.73,-0.58,-0.34,0.21,-3.90
0.87,1.17,1.79,0.74,-5.45
2.42,-1.21,-1.99,1.29,1.59
-6.41,2.32,1.84,0.77,0.75

Set 3:
1.31,3.68,1.19,-3.54,2.88
3.06,-2.67,6.70,-4.19,-2.30
-2.15,-1.52,-1.16,2.43,-1.22
1.18,0.48,-2.03,3.83,1.53
-3.78,2.42,-6.83,0.74,3.12

Set 4:
-1.43,-0.06,2.68,-1.59,-1.04
3.71,2.52,-2.21,-0.90,1.46
3.72,1.02,-2.96,-3.59,-3.29
2.92,-6.03,0.78,-2.49,4.53
1.16,4.39,1.67,-1.14,2.26

Set 5:
0.99,5.73,-0.51,0.63,-5.30
2.97,4.41,-2.44,-0.45,1.97
-2.06,0.66,-4.54,2.39,0.04
-2.55,-2.63,0.73,-1.52,1.28
2.28,2.36,-1.34,2.98,2.36

Set 6:
-2.87,-0.27,-1.32,-1.90,-0.11
6.23,0.68,0.60,1.93,0.17
0.25,-2.03,-1.45,3.13,1.09
2.47,-4.74,-1.14,-2.58,1.56
4.31,-4.76,-0.15,-2.74,0.95

