0.2257471,0.1014126
0.2244955,0.0988058
0.1986604,0.1207214
0.226398,0.09888212
0.2166205,0.1214598
0.2475411,0.0907634
0.254445,0.1248344
0.2006942,0.1353302
0.2148303,0.121369
0.2400007,0.1210172
0.2073786,0.1391939
0.1262006,0.07691701
0.2194656,0.1217635
0.2102154,0.1242681
0.1764514,0.1219133
0.3052796,0.1718282
0.2530416,0.1542788
0.2931322,0.2045752
0.2375003,0.1731794
0.208102,0.1341256
0.2668869,0.1317029
0.2495391,0.1475889
0.2367081,0.1650295
0.2747096,0.1503625
0.2639354,0.1321445
0.2601448,0.1447989
0.2068603,0.1453559
0.251617,0.144067
0.2496751,0.1619792
0.2160002,0.1331273
0.248924,0.1709242
0.2381081,0.1586816
0.2208353,0.1398285
0.1417371,0.1069991
0.2214066,0.1196895
0.2081374,0.1339865
0.2246916,0.1408188
0.1898895,0.1181775
0.238849,0.1617078
0.2296166,0.1482454
0.2240687,0.1622941
0.220003,0.1646194
0.2281913,0.1625847
0.2309742,0.1715601
0.2272432,0.1780455
0.2385947,0.1872991
0.2476291,0.1972145
0.2369438,0.1831619
0.2289384,0.1824401
0.2155574,0.1806686
0.2383568,0.1883857
0.2233688,0.1807202
0.2271465,0.1877339
0.2429317,0.1917811
0.2216357,0.1772128
0.2583721,0.1993551
0.2260371,0.1879428
0.2451754,0.1982314
0.2136263,0.1974425
0.2395985,0.1924019
0.2354927,0.1766677
0.2350112,0.2027193
0.2222202,0.1957733
0.2234717,0.1840697
0.2039301,0.1811535
0.2066043,0.1877889
0.2241932,0.1939469
0.2900586,0.1931282
0.2154243,0.1290592
0.2022876,0.1468696
0.2393301,0.1727577
0.2181061,0.1636732
0.2206001,0.1976022
0.2279464,0.192298
0.2194864,0.1550087
0.2020765,0.1799726
0.2024086,0.1716444
0.2141835,0.1790261
0.2062766,0.1815089
0.2004535,0.1717422
0.2079634,0.1314877
0.2597561,0.1749165
0.2291244,0.1646141
0.2479862,0.1869714
0.2059125,0.1737
0.2735399,0.1510472
0.2507805,0.1664959
0.2286965,0.1771069
0.2462548,0.1785527
0.227557,0.1817834
0.2219702,0.1678866
0.2447659,0.1948863
0.2637043,0.194141
0.2245907,0.1796135
0.2579232,0.1670684
0.2412169,0.1846268
0.2404841,0.1894208
0.3061944,0.1957981
0.2539669,0.1787428
0.2486035,0.1993592
0.2441037,0.2027389
0.2313538,0.1771119
0.2438434,0.1790981
0.2354191,0.1727445
0.2391757,0.1778942
0.2608913,0.2017998
0.2471893,0.2063456
0.2453415,0.1922664
0.2679381,0.2045979
0.2551413,0.2228474
0.2405473,0.1881489
0.2382666,0.1697341
0.2163821,0.1780886
0.2591863,0.188309
0.2589274,0.1972679
0.2617892,0.2061119
0.2763164,0.1978096
0.2729083,0.2451403
0.2529339,0.212522
0.2493805,0.2103464
0.2491043,0.2231039
0.2548486,0.2164573
0.2607471,0.2044907
0.2631098,0.1972802
0.2477184,0.2011586
0.2449196,0.1976771
0.2573272,0.1929405
0.2211675,0.1912363
0.2585333,0.199189
0.2667208,0.2290724
0.2514863,0.2132325
0.2672644,0.2239923
0.2784069,0.2089371
0.2556441,0.2022671
0.2482106,0.2124193
0.2468842,0.1926592
0.2338597,0.1576038
0.2519194,0.1960645
0.2648019,0.2147225
0.2502079,0.2160815
0.2318814,0.208677
0.2461038,0.2234661
0.2330525,0.2163399
0.2373803,0.2070849
0.2421239,0.2020838
0.2453616,0.2184935
0.2746196,0.2283175
